Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
12. So This Is Paris,1926,1h,Passed,7.1,839,,"Georgette lives in Paris with her unexciting, effeminate husband, Maurice. Suzanne lives across the street, spending her time reading romance novels, while dreaming of someone more exciting than her own lackluster spouse, Paul. Both women happen across the other's husband, and they begin their dream affairs. Four people, each cheating on their spouse, none of them aware that their own spouse is cheating - who will tire of the 'excitement' first, and how?",https://www.imdb.com/title/tt0017409/?ref_=sr_i_12,"['Henri Meilhac', 'Ludovic Halévy', 'Hanns Kräly']",['Ernst Lubitsch'],"['Monte Blue', 'Patsy Ruth Miller', 'George Beranger', 'Lilyan Tashman', 'Max Barwyn', ""Sidney D'Albrook"", 'Dot Farley', 'Myrna Loy', 'Dan Mason', 'Curtis Mosby']","$253,000 (estimated)",,,,"July 31, 1926",['United States'],,['Warner Bros.'],"Awards, 1 win total",['Comedy'],['English']
13. The Strong Man,1926,1h 15m,Passed,6.6,1K,,"A meek Belgian soldier, fighting in World War I, receives a letter and a photo from ""Mary Brown"", an American girl he has never met. After the war, he travels to America searching for her.",https://www.imdb.com/title/tt0017437/?ref_=sr_i_13,"['Arthur Ripley', 'Hal Conklin', 'Robert Eddy']",['Frank Capra'],"['Harry Langdon', 'Priscilla Bonner', 'Gertrude Astor', 'William V. Mong', 'Robert McKim', 'Arthur Thalasso', 'Brooks Benedict', 'Helen Brent', 'Tay Garnett', 'Douglas Haig']",,,,,"September 19, 1926",['United States'],"['United Artists Studio Lot, Hollywood, California, USA (Studio)']",['Harry Langdon Corporation'],"Awards, 2 wins total","['Adventure', 'Comedy', 'Romance']",['English']
14. Mantrap,1926,1h 11m,Passed,6.8,474,,"A sexy young manicurist living with her older backwoodsman husband in a small Canadian town finds herself attracted to a young, rich and famous divorce lawyer who comes to town on vacation.",https://www.imdb.com/title/tt0017119/?ref_=sr_i_14,"['Sinclair Lewis', 'Adelaide Heilbron', 'Ethel Doherty']",['Victor Fleming'],"['Ernest Torrence', 'Clara Bow', 'Percy Marmont', 'Eugene Pallette', 'Tom Kennedy', 'Josephine Crowell', 'William Orlamond', 'Charles Stevens', 'Miss DuPont', 'Charlotte Bird']",,,,,"July 24, 1926",['United States'],"['Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA']",['Paramount Pictures'],"Awards, 2 wins total",['Comedy'],"['None', 'English']"
15. The Sea Beast,1926,2h 16m,,6.3,228,,"This silent movie is based on Melville's classic Moby Dick. Ahab and his brother compete for the affections of minister's daughter Esther. But the great white whale has been eluding the harpooners, bearing many scars of failed attacks. Can our hero Ahab succeed where others have perished?",https://www.imdb.com/title/tt0017354/?ref_=sr_i_15,"['Herman Melville', 'Bess Meredyth', 'Rupert Hughes']",['Millard Webb'],"['John Barrymore', 'Dolores Costello', ""George O'Hara"", 'Mike Donlin', 'Sam Baker', 'George Berrell', 'Sam Allen', 'Frank Nelson', 'Mathilde Comont', 'James O. Barrows']","$503,000 (estimated)",,,,"January 15, 1926",['United States'],"['San Pedro, Los Angeles, California, USA']",['Warner Bros.'],"Awards, 3 wins total","['Action', 'Adventure', 'Fantasy', 'Romance']","['None', 'English']"
16. Nana,1926,2h 30m,Not Rated,6.6,1K,,"When the vivacious and beautiful Nana bombs at the Théâtre des Variétés, she embarks on the life of a courtesan, using her allure and charisma to entice and pleasure men.",https://www.imdb.com/title/tt0017196/?ref_=sr_i_16,"['Pierre Lestringuez', 'Émile Zola', 'Denise Leblond']",['Jean Renoir'],"['Catherine Hessling', 'Pierre Lestringuez', 'Jacqueline Forzane', 'Werner Krauss', 'Jean Angelo', 'Raymond Guérin-Catelain', 'Claude Autant-Lara', 'Pierre Champagne', 'Karl Harbacher', 'Valeska Gert']",,,,,"June 25, 1926",['France'],"['Bavaria Studios, Bavariafilmplatz 7, Geiselgasteig, Grünwald, Bavaria, Germany (studio: theater backstage)']",['Les Films Jean Renoir'],,"['Drama', 'Romance']","['None', 'French']"
17. Kid Boots,1926,1h 17m,Passed,6.9,227,,"A salesman is helped out of a jam with an angry customer by a wealthy playboy. In return, he agrees to help the playboy get a divorce from his wife, only to find himself falling for the girlfriend of the customer who got him in trouble in the first place.",https://www.imdb.com/title/tt0017028/?ref_=sr_i_17,"['William Anthony McGuire', 'Otto A. Harbach', 'Luther Reed']",['Frank Tuttle'],"['Eddie Cantor', 'Clara Bow', 'Billie Dove', 'Lawrence Gray', 'Natalie Kingston', 'Malcolm Waite', 'William Worthington', 'Harry von Meter', 'Fred Esmelton', 'Aud Cruster']",,,,"$314,332","October 4, 1926",['United States'],"['El Caballero Country Club - 18300 Tarzana Drive, Tarzana, Los Angeles, California, USA']",['Paramount Pictures'],"Awards, 2 wins total","['Slapstick', 'Comedy', 'Romance']",['English']
18. Old Ironsides,1926,1h 51m,Passed,6.9,328,,An American fighting ship battles Barbary pirates in the Mediterranean in the 18th century.,https://www.imdb.com/title/tt0017226/?ref_=sr_i_18,"['Laurence Stallings', 'Harry Carr', 'Walter Woods']",['James Cruze'],"['Charles Farrell', 'Esther Ralston', 'Wallace Beery', 'George Bancroft', 'Charles Hill Mailes', 'Johnnie Walker', 'Eddie Fetherston', 'Guy Oliver', 'George Godfrey', 'William Conklin']",,,,"$1,434,461","December 6, 1926",['United States'],"['Santa Catalina Island, Channel Islands, California, USA']",['Paramount Pictures'],"Awards, 4 wins total","['Sea Adventure', 'Drama', 'History']",['English']
19. Love 'Em and Leave 'Em,1926,1h 16m,Passed,6.1,288,,"The tale of two sisters with the older one pledged to look after the younger one that transpires between a department store, NYC's Central Park and a boarding house. THe older one is the sweet, old-fashioned type and the younger is a jazz-age flapper who takes whatever falls her way. Mame, the older, goes on vacation and returns home to find that her kid sister, Janie, has vamped her way into the arms of Mame's intended.",https://www.imdb.com/title/tt0017082/?ref_=sr_i_19,"['George Abbott', 'John V.A. Weaver', 'Townsend Martin']",['Frank Tuttle'],"['Evelyn Brent', 'Lawrence Gray', 'Louise Brooks', 'Osgood Perkins', 'Jack Egan', 'Marcia Harris', 'Edward Garvie', 'Vera Sisson', 'Joseph McClunn', 'Arthur Donaldson']",,,,,"March 19, 1926",['United States'],"['New York City, New York, USA']",['Paramount Pictures'],"Awards, 1 win total","['Comedy', 'Drama', 'Romance']",['English']
20. The Student of Prague,1926,1h 50m,,6.9,821,,"For Balduin, going out to beer parties with his fellow students and fighting out disputes at the tip of the sword have lost their charms. He wants to find love; but how would he, a penniless student, ever dare looking up to any woman worth of loving? Absorbed in his dreary thoughts and indifferent to the advances of Lyduschka, Balduin is unexpectedly offered a fortune by the mysterious money-lender Scapinelli - but on a strange condition...",https://www.imdb.com/title/tt0017438/?ref_=sr_i_20,"['Hanns Heinz Ewers', 'Henrik Galeen']",['Henrik Galeen'],"['Conrad Veidt', 'Elizza La Porta', 'Fritz Alberti', 'Ágnes Eszterházy', 'Ferdinand von Alten', 'Werner Krauss', 'Erich Kober', 'Max Maximilian', 'Marian Alma', 'Adolf Peter Hoffmann']",,,,,"December 26, 1926",['Germany'],,['Sokal-Film GmbH'],,"['Drama', 'Horror']",['German']
21. What Price Glory,1926,1h 56m,Approved,6.8,499,,"U.S. Marine sergeants Quirt and Flagg are inveterate romantic rivals on peacetime assignments in China and the Philippines. In 1917, W.W. I brings them to France, where Flagg, now a captain, takes up with flirtatious Charmaine, inn-keeper's daughter. Of course, Quirt has to arrive and spoil his fun. But the harsh realities of war and the threat of a shotgun marriage give the two men a common cause...",https://www.imdb.com/title/tt0017540/?ref_=sr_i_21,"[""James T. O'Donohoe"", 'Malcolm Stuart Boylan', 'Maxwell Anderson']",['Raoul Walsh'],"['Victor McLaglen', 'Edmund Lowe', 'Dolores Del Río', 'William V. Mong', 'Phyllis Haver', 'Elena Jurado', 'Leslie Fenton', 'Barry Norton', 'Sammy Cohen', 'Ted McNamara']","$360,000 (estimated)",,,,"August 28, 1927",['United States'],,['Fox Film Corporation'],"Awards, 3 wins total","['Comedy', 'Drama', 'War']",['English']
22. It's the Old Army Game,1926,1h 17m,Passed,6.4,349,,Druggist Elmer Prettywillie is sleeping. A woman rings the night bell only to buy a two-cent stamp. Then garbage collectors waken him. Next it's firemen on a false alarm. And then a real fire.,https://www.imdb.com/title/tt0017004/?ref_=sr_i_22,"['J.P. McEvoy', 'W.C. Fields', 'William LeBaron']",['A. Edward Sutherland'],"['W.C. Fields', 'Louise Brooks', 'Blanche Ring', 'William Gaxton', 'Mary Foy', 'Mickey Bennett', 'Josephine Dunn', 'Jack Luden', 'George Currie', 'Elise Cavanna']",,,,,"July 11, 1926",['United States'],"['Ocala, Florida, USA']",['Paramount Pictures'],,"['Parody', 'Adventure', 'Comedy', 'Romance']",['English']
23. Brown of Harvard,1926,1h 25m,Passed,6.2,1.5K,,"Tom Brown shows up at Harvard, confident and a bit arrogant. He becomes a rival of Bob McAndrew, not only in football and rowing crew, but also for the affections of Mary Abbott, a professor's daughter.",https://www.imdb.com/title/tt0016690/?ref_=sr_i_23,"['Rida Johnson Young', 'Donald Ogden Stewart', 'Andrew Percival Younger']",['Jack Conway'],"['William Haines', 'Jack Pickford', 'Mary Brian', 'Francis X. Bushman Jr.', 'Mary Alden', 'David Torrence', 'Edward Connelly', ""Guinn 'Big Boy' Williams"", 'Donald Reed', 'Richard Alexander']",,,,,"May 2, 1926",['United States'],"['Los Angeles City College - 855 North Vermont Avenue, Los Angeles, California, USA (Photograph)']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 1 win total","['Action', 'Drama', 'Romance']","['None', 'English']"
24. The Magician,1926,1h 23m,Passed,6.7,916,,"A magician/alchemist, seeking to create life, finds that he needs the ""blood of a virgin"" to continue his experiments. He sends out his dwarf assistant to pick out the right girl.",https://www.imdb.com/title/tt0017103/?ref_=sr_i_24,"['W. Somerset Maugham', 'Rex Ingram']",['Rex Ingram'],"['Alice Terry', 'Paul Wegener', 'Firmin Gémier', 'Iván Petrovich', 'Gladys Hamer', 'Henry Wilson', 'Hubert I. Stowitts', 'Claude Fielding', 'Gerald Fielding', 'Rosita Garcia']",,,,,"October 24, 1926",['United States'],"['Place Denfert-Rochereau, Paris, France (fair)']",['Metro-Goldwyn Pictures Corporation'],,"['Dark Fantasy', 'Supernatural Horror', 'Drama', 'Fantasy', 'Horror', 'Romance']",['English']
25. The Adventures of Prince Achmed,1926,1h 20m,Not Rated,7.8,7.2K,,"A handsome prince rides a flying horse to faraway lands and embarks on magical adventures, which include befriending a witch, meeting Aladdin, battling demons and falling in love with a princess.",https://www.imdb.com/title/tt0015532/?ref_=sr_i_25,['Lotte Reiniger'],"['Lotte Reiniger', 'Carl Koch']",,,,"$100,156",,1928,['Germany'],,['Comenius-Film GmbH'],,"['Adventure Epic', 'Desert Adventure', 'Epic', 'Fantasy Epic', 'Period Drama', 'Romantic Epic', 'Stop Motion Animation', 'Sword & Sorcery', 'Tragedy', 'Adventure']",['None']
26. The Boob,1926,1h 4m,Passed,5.4,726,,"Idealistic farm boy Peter loves Amy whose fancy is urbane Harry. Peter discovers Harry is a bootlegger and turns him over to he prohibition agents, including Jane (Joan Crawford). Amy, at last, is impressed with Peter.",https://www.imdb.com/title/tt0016672/?ref_=sr_i_26,"['George Scarborough', 'Annette Westbay', 'Kenneth B. Clarke']",['William A. Wellman'],"['Gertrude Olmstead', 'George K. Arthur', 'Joan Crawford', 'Charles Murray', ""Tony D'Algy"", 'Hank Mann', 'Edythe Chapman', 'Babe London', 'Arthur Millett', 'Viola Webster']",,,,,"May 17, 1926",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],,"['Comedy', 'Romance']","['None', 'English']"
27. The Blackbird,1926,1h 26m,Not Rated,6.7,947,,"Two thieves, the Blackbird and West End Bertie, fall in love with the same girl, a French nightclub performer named Fifi. Each man tries to outdo the other to win her heart.",https://www.imdb.com/title/tt0016655/?ref_=sr_i_27,"['Tod Browning', 'Waldemar Young', 'Joseph Farnham']",['Tod Browning'],"['Lon Chaney', 'Owen Moore', 'Renée Adorée', 'Doris Lloyd', 'Andy MacLennan', 'William Weston', 'Sidney Bracey', 'Ernie Adams', 'Charles Avery', 'Lionel Belmore']","$166,000 (estimated)",,,,"February 13, 1926",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 1 win total","['Crime', 'Drama', 'Romance']","['None', 'English']"
28. The Mountain Eagle,1926,57m,,,,,"In the Kentucky hills, a store keeper tries to win the love of an innocent schoolteacher. She runs away and seeks refuge with a hermit.",https://www.imdb.com/title/tt0016127/?ref_=sr_i_28,"['Max Ferner', 'Charles Lapworth', 'Eliot Stannard']",['Alfred Hitchcock'],"['Bernhard Goetzke', 'Nita Naldi', 'Malcolm Keen', 'John Hamilton', 'Ferdinand Martini']",,,,,"November 1, 1926","['United Kingdom', 'Germany']","['Bavaria Studios, Bavariafilmplatz 7, Geiselgasteig, Grünwald, Bavaria, Germany']","['Gainsborough Pictures', 'Münchner Lichtspielkunst AG (Emelka)', 'Bavaria Film']",,"['Romance', 'Thriller']",['None']
29. 3 Bad Men,1926,2h 2m,Unrated,7.5,1.6K,,Three outlaws come to the aid of a young girl after her father is killed.,https://www.imdb.com/title/tt0017463/?ref_=sr_i_29,"['Herman Whitaker', 'John Stone', 'Ralph Spence']",['John Ford'],"[""George O'Brien"", 'Olive Borden', 'Lou Tellegen', 'Tom Santschi', 'J. Farrell MacDonald', 'Frank Campeau', 'Priscilla Bonner', 'Otis Harlan', 'Phyllis Haver', 'George Harris']",,,,,"August 28, 1926",['United States'],"['35 miles northwest of Victorville, California, USA (Exterior)']",['Fox Film Corporation'],,"['Classical Western', 'Drama', 'Romance', 'Western']",['English']
30. The Devil's Circus,1926,1h 10m,,6.7,199,,"Mary (Shearer) and Carlstop (Mack) are lovers. The former is a trapeze artist, while the latter is a pickpocket. Mary gets entangled in a nearly fatal situation with Lieberkind (Miljan), a lion-tamer, and his jealous wife Yonna (Myers), who victimizes Mary.",https://www.imdb.com/title/tt0016783/?ref_=sr_i_30,"['H.H. Caldwell', 'Benjamin Christensen', 'Katherine Hilliker']",['Benjamin Christensen'],"['Norma Shearer', 'Charles Emmett Mack', 'Carmel Myers', 'John Miljan', 'Claire McDowell', 'Joyce Coad', 'Buddy the Dog', 'Margie Angus', 'Mary Angus', 'Charles Becker']",,,,"$238,300","February 15, 1926",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],,['Drama'],['English']
31. For Heaven's Sake,1926,58m,Passed,7.5,2K,,An irresponsible young millionaire changes his tune when he falls for the daughter of a downtown minister.,https://www.imdb.com/title/tt0016895/?ref_=sr_i_31,"['Ted Wilde', 'John Grey', 'Clyde Bruckman']",['Sam Taylor'],"['Harold Lloyd', 'Jobyna Ralston', 'Noah Young', 'Jim Mason', 'Paul Weigel', 'Hal Craig', 'Richard Daniels', 'Robert Dudley', 'Francis Gaspart', 'Jack Herrick']",,,,"$5,668,000","April 5, 1926",['United States'],"['Hillview Apartments, Hollywood Boulevard and Hudson Avenue, Hollywood, California, USA (Photograph)']",['The Harold Lloyd Corporation'],"Awards, 1 win & 1 nomination total","['Action', 'Comedy', 'Romance']","['None', 'English']"
32. Exit Smiling,1926,1h 17m,Passed,7.1,556,,"A maid working for a theatrical troupe gets small roles but craves a major part, determined to prove herself deserving of stardom amidst the company's productions.",https://www.imdb.com/title/tt0016832/?ref_=sr_i_32,"['Marc Connelly', 'Sam Taylor', 'Tim Whelan']",['Sam Taylor'],"['Beatrice Lillie', 'Jack Pickford', 'Doris Lloyd', 'DeWitt Jennings', 'Harry Myers', 'Tenen Holtz', 'Louise Lorraine', 'Franklin Pangborn', ""D'Arcy Corrigan"", 'Charles K. French']","$260,000 (estimated)",,,,"November 14, 1926",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],,"['Romantic Comedy', 'Comedy', 'Romance']","['None', 'English']"
33. The Great K & A Train Robbery,1926,53m,,6.4,418,,"Disguising as a bandit, a detective infiltrates a group of train robberies while falling in love with the K and A railroad's president's daughter.",https://www.imdb.com/title/tt0016939/?ref_=sr_i_33,"['Paul Leicester Ford', 'John Stone']",['Lewis Seiler'],"['Tom Mix', 'Dorothy Dwan', 'Tony the Horse', 'Will Walling', 'Harry Gripp', 'Carl Miller', 'Edward Peil Sr.', ""Curtis 'Snowball' McHenry"", 'Sammy Cohen', 'Duke R. Lee']",,,,,"October 17, 1926",['United States'],"['Royal Gorge, Colorado, USA']",['Lew Seiler Productions'],,"['Drama', 'Western']",['English']
34. Torrent,1926,1h 28m,Passed,6.9,946,,"A young girl and her father are kicked out of their house by a cruel noblewoman, and the girl's heart is broken when her sweetheart, the noblewoman's son, won't go to Paris with them. After becoming an opera star in Paris, the girl returns to her homeland and finds her romance with the nobleman rekindled.",https://www.imdb.com/title/tt0017480/?ref_=sr_i_34,"['Vicente Blasco Ibáñez', 'Dorothy Farnum', 'Katherine Hilliker']",['Monta Bell'],"['Ricardo Cortez', 'Greta Garbo', 'Gertrude Olmstead', 'Edward Connelly', 'Lucien Littlefield', 'Martha Mattox', 'Lucy Beaumont', 'Tully Marshall', 'Mack Swain', 'Arthur Edmund Carewe']","$250,000 (estimated)",,,,"February 8, 1926",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']","['Cosmopolitan Productions', 'Metro-Goldwyn-Mayer (MGM)']","Awards, 1 win total","['Drama', 'Romance']","['None', 'English']"
35. The Temptress,1926,1h 2m,Passed,6.9,1.4K,,An architect tries suppressing his passion for a seductive woman.,https://www.imdb.com/title/tt0017449/?ref_=sr_i_35,"['Vicente Blasco Ibáñez', 'Dorothy Farnum', 'Marian Ainslee']","['Fred Niblo', 'Mauritz Stiller']","['Greta Garbo', 'Antonio Moreno', 'Marc McDermott', 'Lionel Barrymore', 'Armand Kaliz', ""Roy D'Arcy"", 'Robert Anderson', 'Francis McDonald', 'Hector V. Sarno', 'Virginia Brown Faire']","$669,000 (estimated)",,,,"October 3, 1926",['United States'],"['Saugus, Santa Clarita, California, USA (St. Francis Dam under construction)']","['Metro-Goldwyn-Mayer (MGM)', 'Cosmopolitan Productions']","Awards, 3 wins total","['Tragic Romance', 'Drama', 'Romance']","['None', 'English']"
